-101.359712	-7.500000	-27.176000	-3.024834	0.000000	11.288832	
-101.359712	-2.500000	-27.176000	-3.960814	0.000000	14.781958	
-101.234712	-7.500000	-27.176000	-1.398027	0.000000	5.217507	
-101.234712	-2.500000	-27.176000	-1.846617	0.000000	6.891668	
-101.109712	-7.500000	-27.176000	-0.959242	0.000000	3.579938	
-101.109712	-2.500000	-27.176000	-1.276977	0.000000	4.765742	
-100.984712	-7.500000	-27.176000	-0.720691	0.000000	2.689655	
-100.984712	-2.500000	-27.176000	-0.966038	0.000000	3.605305	
-100.859712	-7.500000	-27.176000	-0.556190	0.000000	2.075729	
-100.859712	-2.500000	-27.176000	-0.749938	0.000000	2.798807	
-100.734712	-7.500000	-27.176000	-0.425811	0.000000	1.589146	
-100.734712	-2.500000	-27.176000	-0.576869	0.000000	2.152905	
-100.609712	-7.500000	-27.176000	-0.309627	0.000000	1.155545	
-100.609712	-2.500000	-27.176000	-0.420806	0.000000	1.570470	
-100.484712	-7.500000	-27.176000	-0.188853	0.000000	0.704807	
-100.484712	-2.500000	-27.176000	-0.256593	0.000000	0.957617	
-101.359712	2.500000	-27.176000	-3.960814	0.000000	14.781958	
-101.359712	7.500000	-27.176000	-3.024834	0.000000	11.288832	
-101.234712	2.500000	-27.176000	-1.846617	0.000000	6.891668	
-101.234712	7.500000	-27.176000	-1.398027	0.000000	5.217507	
-101.109712	2.500000	-27.176000	-1.276977	0.000000	4.765742	
-101.109712	7.500000	-27.176000	-0.959242	0.000000	3.579938	
-100.984712	2.500000	-27.176000	-0.966038	0.000000	3.605305	
-100.984712	7.500000	-27.176000	-0.720691	0.000000	2.689655	
-100.859712	2.500000	-27.176000	-0.749938	0.000000	2.798807	
-100.859712	7.500000	-27.176000	-0.556190	0.000000	2.075729	
-100.734712	2.500000	-27.176000	-0.576869	0.000000	2.152905	
-100.734712	7.500000	-27.176000	-0.425811	0.000000	1.589146	
-100.609712	2.500000	-27.176000	-0.420806	0.000000	1.570470	
-100.609712	7.500000	-27.176000	-0.309627	0.000000	1.155545	
-100.484712	2.500000	-27.176000	-0.256593	0.000000	0.957617	
-100.484712	7.500000	-27.176000	-0.188853	0.000000	0.704807	
-91.197212	-1.666667	-25.176000	-0.210911	0.000000	0.787129	
-91.197212	-1.000000	-25.176000	-0.324681	0.000000	1.211725	
-91.197212	-0.333333	-25.176000	-0.339915	0.000000	1.268579	
-91.047212	-1.666667	-25.176000	-0.079750	0.000000	0.297630	
-91.047212	-1.000000	-25.176000	-0.134910	0.000000	0.503491	
-91.047212	-0.333333	-25.176000	-0.143859	0.000000	0.536890	
-90.897212	-1.666667	-25.176000	-0.044085	0.000000	0.164528	
-90.897212	-1.000000	-25.176000	-0.078832	0.000000	0.294206	
-90.897212	-0.333333	-25.176000	-0.085356	0.000000	0.318551	
-90.747212	-1.666667	-25.176000	-0.023498	0.000000	0.087695	
-90.747212	-1.000000	-25.176000	-0.043009	0.000000	0.160510	
-90.747212	-0.333333	-25.176000	-0.047044	0.000000	0.175571	
-91.197212	0.333333	-25.176000	-0.339915	0.000000	1.268579	
-91.197212	1.000000	-25.176000	-0.324681	0.000000	1.211725	
-91.197212	1.666667	-25.176000	-0.210911	0.000000	0.787129	
-91.047212	0.333333	-25.176000	-0.143859	0.000000	0.536890	
-91.047212	1.000000	-25.176000	-0.134910	0.000000	0.503491	
-91.047212	1.666667	-25.176000	-0.079750	0.000000	0.297630	
-90.897212	0.333333	-25.176000	-0.085356	0.000000	0.318551	
-90.897212	1.000000	-25.176000	-0.078832	0.000000	0.294206	
-90.897212	1.666667	-25.176000	-0.044085	0.000000	0.164528	
-90.747212	0.333333	-25.176000	-0.047044	0.000000	0.175571	
-90.747212	1.000000	-25.176000	-0.043009	0.000000	0.160510	
-90.747212	1.666667	-25.176000	-0.023498	0.000000	0.087695	
-91.197212	0.000000	-26.676000	0.000000	0.000000	-0.000000	
-91.197212	0.000000	-25.676000	-0.000000	-0.000000	0.000000	
-91.047212	0.000000	-26.676000	0.000000	0.000000	-0.000000	
-91.047212	0.000000	-25.676000	-0.000000	-0.000000	0.000000	
-90.897212	0.000000	-26.676000	-0.000000	-0.000000	0.000000	
-90.897212	0.000000	-25.676000	-0.000000	-0.000000	0.000000	
-90.747212	0.000000	-26.676000	0.000000	0.000000	-0.000000	
-90.747212	0.000000	-25.676000	-0.000000	-0.000000	0.000000	
