FX 67-K-170/17    Flap -4    Number of Rows =70
-5.255041968	-0.216169	0.0131467	1500000	-0.11
-4.690266335	-0.154821	0.0124506	1500000	-0.11
-4.125611303	-0.0934861	0.0117107	1500000	-0.11
-3.681690548	-0.0452658	0.0112325	1500000	-0.11
-3.118873359	0.0161535	0.0107987	1500000	-0.11
-2.720567922	0.0600261	0.0104951	1500000	-0.11
-2.362386633	0.0994791	0.0101038	1500000	-0.11
-1.964841082	0.143268	0.00949417	1500000	-0.11
-1.647114405	0.178265	0.00888406	1500000	-0.11
-1.329823505	0.213214	0.00809908	1500000	-0.11
-1.09234331	0.239372	0.00731363	1500000	-0.11
-0.846658475	0.26565		0.00696534	1500000	-0.11
-0.641859103	0.287532	0.00661681	1500000	-0.11
-0.395242549	0.313882	0.00653081	1500000	-0.11
-0.107145746	0.344664	0.00657621	1500000	-0.11
0.181287991	0.375482	0.00675276	1500000	-0.11
0.551774378	0.415067	0.00684235	1500000	-0.11
0.922148454	0.45464		0.00688823	1500000	-0.11
1.580609973	0.524994	0.00697951	1500000	-0.11
2.339264171	0.608512	0.00698407	1500000	-0.11
3.25974017	0.714032	0.00707727	1500000	-0.11
3.75832552	0.771188	0.00712411	1500000	-0.11
4.528367306	0.859113	0.00717263	1500000	-0.11
5.239702656	0.938259	0.00726439	1500000	-0.11
5.713899259	0.99102		0.00731098	1500000	-0.11
6.225478408	1.04818		0.00735782	1500000	-0.11
6.690833629	1.10095		0.00744814	1500000	-0.11
7.078585553	1.14492		0.00749426	1500000	-0.11
7.826840413	1.1977		0.00762829	1500000	-0.11
8.146410089	1.21557		0.00867845	1500000	-0.11
8.228850839	1.22018		0.00946558	1500000	-0.11
8.231712123	1.22034		0.0100339	1500000	-0.11
8.392480528	1.22933		0.0107776	1500000	-0.11
-2.621846084	0.0758481	0.00940098	2000000	-0.11
-2.269854492	0.114859	0.00909603	2000000	-0.11
-2.11496277	0.132011	0.00879049	2000000	-0.11
-1.762672603	0.171022	0.00848555	2000000	-0.11
-1.448885494	0.201242	0.00813665	2000000	-0.11
-1.130733873	0.23151		0.00783146	2000000	-0.11
-0.996895344	0.244243	0.00748208	2000000	-0.11
-0.752219618	0.269995	0.00704563	2000000	-0.11
-0.674260044	0.278356	0.00669613	2000000	-0.11
-0.5555351	0.291089	0.00634675	2000000	-0.11
-0.436362596	0.30387		0.00604109	2000000	-0.11
-0.39693991	0.308098	0.00591006	2000000	-0.11
-0.276434046	0.321022	0.00573555	2000000	-0.11
-0.196236666	0.329623	0.00560463	2000000	-0.11
-0.074845003	0.342642	0.00551756	2000000	-0.11
0.210493937	0.373244	0.00551839	2000000	-0.11
0.618119661	0.416961	0.00551959	2000000	-0.11
0.945119093	0.452031	0.00560798	2000000	-0.11
1.312056338	0.495843	0.00569661	2000000	-0.11
1.984276357	0.579097	0.00587375	2000000	-0.11
2.349107674	0.622862	0.00591866	2000000	-0.11
3.407870437	0.745413	0.00605315	2000000	-0.11
4.109011975	0.8242		0.00614274	2000000	-0.11
4.954342501	0.911825	0.00632		2000000	-0.11
5.166135783	0.933779	0.00640803	2000000	-0.11
5.744085594	0.995174	0.00658457	2000000	-0.11
6.231764978	1.04778		0.00671715	2000000	-0.11
6.667338344	1.09611		0.00693705	2000000	-0.11
6.969933603	1.13569		0.00715671	2000000	-0.11
7.322860796	1.16644		0.0072887	2000000	-0.11
7.733340636	1.2017		0.00755196	2000000	-0.11
8.097704635	1.21933		0.00768359	2000000	-0.11
8.633538571	1.22821		0.00781498	2000000	-0.11
9.331153149	1.2371		0.00794637	2000000	-0.11
9.349662949	1.23734		0.00816495	2000000	-0.11
9.038081308	1.2333		0.00847086	2000000	-0.11
9.430643326	1.23839		0.00912673	2000000	-0.11
