


Program Version: FreeWake2015_beta
relaxed wake
steady aerodynamics
Ref. Area   : 6.000000
Aspect Ratio: 6.000000
Alpha       : 1.000000
Beta        : 0.000000
symmetrical geometry: 1
lifting surface after timestep: 2
elements in span direction: 30
elements in chord direction: 6
no. of wings: 1  first and last span indices of each wing:  0  29

 index               xo               yo               zo        Nlift_tot        NLift_ind           NY_tot              NYi                A                B                C              eta              xsi               nu          epsilon              psi            phiLE             phi0            phiTE	#
     0  -0.874885771367   0.150000000000  -0.013089304828   0.004603391767   0.000000293956   0.000000000000   0.000000000000   0.015345321101  -0.000066469250  -0.000221564167   0.150000000000   0.083333333333   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000
     1  -0.874885771367   0.450000000000  -0.013089304828   0.004591327131   0.000000318354   0.000000000000   0.000000000000   0.015305128129  -0.000203560033  -0.000235405110   0.150000000000   0.083333333333   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000
     2  -0.874885771367   0.750000000000  -0.013089304828   0.004566420111   0.000000368786   0.000000000000   0.000000000000   0.015222170883  -0.000354173450  -0.000266639611   0.150000000000   0.083333333333   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000
     3  -0.874885771367   1.050000000000  -0.013089304828   0.004526902646   0.000000449207   0.000000000000   0.000000000000   0.015090613768  -0.000531590746  -0.000324751377   0.150000000000   0.083333333333   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000
     4  -0.874885771367   1.350000000000  -0.013089304828   0.004469450715   0.000000567873   0.000000000000   0.000000000000   0.014899511061  -0.000758413035  -0.000431322917   0.150000000000   0.083333333333   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000
     5  -0.874885771367   1.650000000000  -0.013089304828   0.004387817649   0.000000742713   0.000000000000   0.000000000000   0.014628405554  -0.001080707237  -0.000642991091   0.150000000000   0.083333333333   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000
     6  -0.874885771367   1.950000000000  -0.013089304828   0.004269875606   0.000001017007   0.000000000000   0.000000000000   0.014237344370  -0.001586232758  -0.001042093980   0.150000000000   0.083333333333   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000
     7  -0.874885771367   2.250000000000  -0.013089304828   0.004085926604   0.000001512584   0.000000000000   0.000000000000   0.013633818351  -0.002663058922  -0.002547326566   0.150000000000   0.083333333333   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000
     8  -0.874885771367   2.550000000000  -0.013089304828   0.003805238612   0.000002667394   0.000000000000   0.000000000000   0.012672167077  -0.003304444277   0.000409375383   0.150000000000   0.083333333333   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000
     9  -0.874885771367   2.850000000000  -0.013089304828   0.002759672118   0.000005499298   0.000000000000   0.000000000000   0.009812548707  -0.028460537340  -0.084263018926   0.150000000000   0.083333333333   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000
    10  -0.708219104701   0.150000000000  -0.013089304828   0.001993877431  -0.000001013565   0.000000000000   0.000000000000   0.021995728645  -0.000097304910  -0.000324349701   0.150000000000   0.083333333333   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000   0.000000000000
