This file contains spanwise information at angle of 5.00
 The total lift (uncorrected for stall) and drag coefficient are  CL = 0.921681 (uncorrected)  CDi =   0.01025573   The horizontal tail is panel 113 through 112
 index               xo               yo               zo               cn               cl               cy               cd             A_TE             B_TE             C_TE                S             span            chord               nu          epsilon              psi            phiLE	#
    34 -16.742271999396  -6.496270173429  -1.277695572793   1.148473322605   1.145583105613   0.110332947233   0.038127287159  11.816335676306  -2.247032103192  -5.711168555501   0.256787966665   0.338823113897   0.763620216888  -4.502033751576  -8.833236245522   0.082227497185  -3.400592961028
    35 -16.750509499396  -6.143490888262  -1.302741690654   1.032076198239   1.030659204622   0.062173454457   0.005706743644  10.654848766198  -2.499226448796   4.556147759607   0.287164985453   0.369347482055   0.783354293561  -3.259425467099  -8.833615923119  -0.000000000000  -0.000000000000
    36 -16.749496999396  -5.774731941717  -1.323584593581   0.967006398995   0.965622978191   0.057987094781   0.002159614435  10.219613878660  -0.581474178036   0.636105832925   0.290921200846   0.369347482055   0.793600833372  -3.259425467099  -8.833615923119   0.000000000000   0.000000000000
    37 -16.748484499396  -5.405972995172  -1.344427496509   0.940431502413   0.939108927013   0.056898110853   0.004807687070  10.080815533520  -0.228635739803   0.319193074256   0.294677416239   0.369347482055   0.803847373183  -3.259425467099  -8.833615923119   0.000000000000   0.000000000000
    38 -16.747471999396  -5.037214048627  -1.365270399436   0.923751098788   0.922465159745   0.056155007610   0.005887451511  10.033756403964  -0.059524310867   0.138670768651   0.298433631633   0.369347482055   0.814093912993  -3.259425467099  -8.833615923119   0.000000000000   0.000000000000
    39 -16.746459499396  -4.668455102082  -1.386113302363   0.911520104545   0.910262432585   0.055616865126   0.005660395203  10.027503155271   0.008415296096   0.045273567489   0.302189847026   0.369347482055   0.824340452804  -3.259425467099  -8.833615923119  -0.000000000000   0.000000000000
    40 -16.745446999396  -4.299696155537  -1.406956205290   0.900948358259   0.899715790660   0.055143926073   0.005217542211  10.034170665126   0.013518930248  -0.031455639510   0.305946062419   0.369347482055   0.834586992615  -3.259425467099  -8.833615923119  -0.000000000000   0.000000000000
    41 -16.744434499396  -3.930937208992  -1.427799108218   0.890100305203   0.888894696171   0.054650109192   0.005838048583  10.031958194867  -0.041281362608  -0.116914419435   0.309702277812   0.369347482055   0.844833532426  -3.259425467099  -8.833615923119   0.000000000000   0.000000000000
    42 -16.743421999396  -3.562178262446  -1.448642011145   0.875485196337   0.874306731146   0.053747384956   0.006930279624   9.980206252301  -0.350258515440  -0.719631445359   0.313458493205   0.369347482055   0.855080072237  -3.259425467099  -8.833615923119  -0.000000000000  -0.000000000000
    43 -16.742865749396  -3.328549857163  -1.459034323128   0.862640352212   0.862642222395   0.002631646309   0.004752539309   9.862909517623  -0.506754337399   1.092990893784   0.085426814825   0.100000000000   0.860709344108  -0.000000000000  -8.833615923119  -0.000000000000   0.000000000000
    44 -16.742765749396  -3.228549857163  -1.459018782227   0.856392331260   0.856394200646   0.002704848611   0.005000967046   9.820926717259  -0.377646524287   0.198086656801   0.085527257876   0.100000000000   0.861721348040  -0.000000000000  -8.833615923119  -0.000000000000   0.000000000000
    45 -16.742665749396  -3.128549857163  -1.459003241327   0.851869548520   0.851871413335   0.002772657049   0.005580999179   9.784817900298  -0.351029805317   0.068080413216   0.085627700927   0.100000000000   0.862733351972  -0.000000000000  -8.833615923119  -0.000000000000   0.000000000000
    46 -16.742565749396  -3.028549857163  -1.458987700427   0.847635713932   0.847637575165   0.002839677862   0.006272867665   9.749890093604  -0.357638312342  -0.134165453755   0.085728143977   0.100000000000   0.863745355904  -0.000000000000  -8.833615923119  -0.000000000000   0.000000000000
    47 -16.742565749396  -2.928549857163  -1.458987700427   0.845296384835   0.845294657907   0.002211129455   0.006983116536   9.712143819932  -0.410102228157  -0.390473468487   0.085728143977   0.100000000000   0.863745355904  -0.000000000000  -8.833615923119  -0.000000000000   0.000000000000
    48 -16.742665749396  -2.828549857163  -1.459003241327   0.842483241527   0.842481512651   0.002295151560   0.007415154299   9.667494737025  -0.477561099945  -0.284114946065   0.085627700927   0.100000000000   0.862733351972  -0.000000000000  -8.833615923119  -0.000000000000   0.000000000000
    49 -16.742765749396  -2.728549857163  -1.459018782227   0.839290717206   0.839288990453   0.002357617082   0.007927755870   9.616506579514  -0.550019068764  -0.440464416310   0.085527257876   0.100000000000   0.861721348040  -0.000000000000  -8.833615923119  -0.000000000000   0.000000000000
    50 -16.742865749396  -2.628549857163  -1.459034323128   0.835962677048   0.835960952555   0.002471915016   0.008185903707   9.554344403606  -0.748335789081  -1.542701895129   0.085426814825   0.100000000000   0.860709344108  -0.000000000000  -8.833615923119  -0.000000000000   0.000000000000
    51 -16.743421999396  -2.394921451879  -1.448642011145   0.824593552814   0.823197336747  -0.045629443876   0.005457249021   9.365284790941  -0.697898149148   0.554240158775   0.313458493205   0.369347482055   0.855080072237   3.259425467099  -8.833615923119   0.000000000000   0.000000000000
    52 -16.744434499396  -2.026162505334  -1.427799108218   0.815353012832   0.813971501724  -0.045232582228   0.005588938431   9.167237335439  -0.460550227195   0.088371829867   0.309702277812   0.369347482055   0.844833532426   3.259425467099  -8.833615923119   0.000000000000   0.000000000000
    53 -16.745446999396  -1.657403558789  -1.406956205290   0.810444614812   0.809067321104  -0.044945804559   0.005900626202   9.007538889411  -0.413143322784   0.039980863802   0.305946062419   0.369347482055   0.834586992615   3.259425467099  -8.833615923119   0.000000000000   0.000000000000
    54 -16.746459499396  -1.288644612243  -1.386113302363   0.806712118337   0.805338365160  -0.044720253715   0.006075886135   8.859216099444  -0.396420836928   0.005294737527   0.302189847026   0.369347482055   0.824340452804   3.259425467099  -8.833615923119   0.000000000000   0.000000000000
    55 -16.747471999396  -0.919885665698  -1.365270399436   0.803171269902   0.801800501803  -0.044488431333   0.006269569120   8.712595038394  -0.402536232303  -0.021851977004   0.298433631633   0.369347482055   0.814093912993   3.259425467099  -8.833615923119   0.000000000000  -0.000000000000
    56 -16.748484499396  -0.551126719153  -1.344427496509   0.799032637728   0.797664989617  -0.044199055777   0.006526621847   8.559718495289  -0.431882916037  -0.057603240632   0.294677416239   0.369347482055   0.803847373183   3.259425467099  -8.833615923119   0.000000000000  -0.000000000000
    57 -16.749496999396  -0.182367772608  -1.323584593581   0.793324714152   0.791960765452  -0.043775270804   0.006882035689   8.390485166903  -0.494575411572  -0.112134707344   0.290921200846   0.369347482055   0.793600833372   3.259425467099  -8.833615923119  -0.000000000000  -0.000000000000
    58 -16.750509499396   0.186391173937  -1.302741690654   0.783678392065   0.782315659248  -0.042941707936   0.007018156465   8.181687969712  -0.694687360727  -0.429662063151   0.287164985453   0.369347482055   0.783354293561   3.259425467099  -8.833615923119   0.000000000000   0.000000000000
    59 -16.742271999396   0.539170459104  -1.277695572793   0.770958745133   0.768227070027  -0.063791319454   0.005303661114   7.899246603861  -0.793524910459   0.176670349831   0.256788109918   0.338823113897   0.763620216888   4.502033751576  -8.833236245522  -0.082227497185   3.400592961028
    60 -16.724784499396   0.876709862226  -1.248392582994   0.775230972904   0.772516439967  -0.064587141702   0.004916984769   7.644757364289  -0.743651967884  -0.029469793387   0.246961545950   0.338823113897   0.734398603354   4.502033751576  -8.833236245522  -0.082227497185   3.400592961028
    61 -16.707296999396   1.214249265347  -1.219089593194   0.780248715140   0.777528178057  -0.065165459754   0.004607221032   7.389616563260  -0.761278694255  -0.022555689694   0.237134981982   0.338823113897   0.705176989819   4.502033751576  -8.833236245522  -0.082227497185   3.400592961028
    62 -16.689809499396   1.551788668468  -1.189786603395   0.785263720489   0.782536671689  -0.065721956580   0.004203242607   7.129441262208  -0.772521178754  -0.010626630991   0.227308418015   0.338823113897   0.675955376285   4.502033751576  -8.833236245522  -0.082227497185   3.400592961028
    63 -16.672321999396   1.889328071590  -1.160483613596   0.790558712842   0.787824134280  -0.066290884646   0.003725701030   6.867076799807  -0.772722419721   0.010032665990   0.217481854047   0.338823113897   0.646733762750   4.502033751576  -8.833236245522  -0.082227497185   3.400592961028
    64 -16.654834499396   2.226867474711  -1.131180623797   0.796829343160   0.794084918496  -0.066940510755   0.003119778127   6.607746207237  -0.750299822700   0.056147883785   0.207655290079   0.338823113897   0.617512149216   4.502033751576  -8.833236245522  -0.082227497185   3.400592961028
    65 -16.637346999396   2.564406877833  -1.101877633998   0.805699664982   0.802941729007  -0.067836746969   0.002102460318   6.362187896209  -0.686219977235   0.132984507895   0.197828726112   0.338823113897   0.588290535681   4.502033751576  -8.833236245522  -0.082227497185   3.400592961028
    66 -16.619859499396   2.901946280954  -1.072574644198   0.827669254130   0.824827562763  -0.069258866314   0.001456650120   6.183946551463  -0.135778303321   1.491650344353   0.188002162144   0.338823113897   0.559068922147   4.502033751576  -8.833236245522  -0.082227497185   3.400592961028
    67 -16.594855715895   3.282687725990  -1.031027161094   0.864864431760   0.858209964742  -0.103694040561   0.009573177372   6.231229386867  -0.112825392681  -1.127122320644   0.225279606881   0.428048469500   0.530290060332   6.636949141795  -8.582962644216  -0.106297740675   4.655215035463
    68 -16.562344100394   3.707297264664  -0.977126460949   0.884226643806   0.877429158044  -0.105928074856   0.011238498398   6.014350815978  -0.723460817066  -0.299524986318   0.213241400595   0.428044836735   0.501953950238   6.679005237841  -8.083070281763  -0.094234832419   4.661182847393
    69 -16.529843223786   4.131900608852  -0.923177732325   0.880334418758   0.873527593316  -0.105076552172   0.013299960840   5.648323689397  -0.993855498603  -0.332206860259   0.201203255594   0.428041416260   0.473617840144   6.720957927847  -7.583165394981  -0.082905013049   4.666794954778
    70 -16.497352449164   4.556497743160  -0.869180855862   0.826745604375   0.820292486196  -0.098027427386   0.014236796587   5.027599842282  -2.534919146828  -3.268230022044   0.189165168362   0.428038209121   0.445281730050   6.762813914938  -7.083248758568  -0.072306519312   4.672050921756
    71 -16.471249082729   4.828525662525  -0.825557297488   0.725456956282   0.705800444970  -0.173028105508   0.000324496058   4.111478691901  -3.220349168778   5.698161195161   0.052194737624   0.125250403633   0.419981631752  12.694981223465  -8.830277164270  -0.243817331710   9.992635120897
    72 -16.451115749395   4.949943345819  -0.794999740098   0.698360626494   0.679487240819  -0.169133017325  -0.001428441881   3.779977211441  -2.356459609233   1.201603398142   0.049427787678   0.125250403633   0.397717545249  12.694981223465  -8.830277164270  -0.243817331710   9.992635120897
    73 -16.430982416063   5.071361029113  -0.764442182708   0.684060429981   0.665495907609  -0.165884122828  -0.000545908082   3.501506163928  -2.127952857922   0.623447934641   0.046660837731   0.125250403633   0.375453458747  12.694981223465  -8.830277164270  -0.243817331710   9.992635120897
    74 -16.410849082729   5.192778712406  -0.733884625317   0.672950768403   0.654636820244  -0.163231918069   0.000276933510   3.243255572542  -2.022704668605   0.217154573099   0.043893887785   0.125250403633   0.353189372244  12.694981223465  -8.830277164270  -0.243817331710   9.992635120897
    75 -16.390715749395   5.314196395700  -0.703327067927   0.662261504820   0.644185063291  -0.160556685503   0.001242674021   2.992110809575  -2.009695767202  -0.113254304475   0.041126937839   0.125250403633   0.330925285742  12.694981223465  -8.830277164270  -0.243817331710   9.992635120897
    76 -16.370582416063   5.435614078993  -0.672769510537   0.649269356428   0.631480477653  -0.157196260893   0.002508402213   2.737025953033  -2.091860246470  -0.542981852821   0.038359987892   0.125250403633   0.308661199239  12.694981223465  -8.830277164270  -0.243817331710   9.992635120897
    77 -16.350449082729   5.557031762287  -0.642211953147   0.629569995488   0.612217093653  -0.151992651593   0.004315804037   2.463352744774  -2.331608387501  -1.371852880989   0.035593037946   0.125250403633   0.286397112737  12.694981223465  -8.830277164270  -0.243817331710   9.992635120897
    78 -16.330315749396   5.678449445581  -0.611654395757   0.593303759197   0.576768188976  -0.142334671505   0.007116934972   2.142173358093  -2.922505983424  -3.347563236006   0.032826088000   0.125250403633   0.264133026234  12.694981223465  -8.830277164270  -0.243817331710   9.992635120897
    79 -16.310182416062   5.799867128874  -0.581096838367   0.503403930404   0.488755447627  -0.117360334069   0.008910625256   1.674144471428  -5.346538304613 -16.012842498696   0.030059138053   0.125250403633   0.241868939732  12.694981223465  -8.830277164270  -0.243817331710   9.992635120897
    80 -16.275365749398   5.873109989333  -0.562751310611   0.301628065564   0.303509720632  -0.089225489073   0.001120019032   1.160006227352 -10.582191094694 -124.147864333130   0.005299194892   0.027300856240   0.202906788352  -2.581222048518  -8.397037218421  -2.752611368097  63.327896475175
    81 -16.241665749393   5.890951361526  -0.541854860422   0.302798003396   0.124547357421  -0.325806105393  -0.011426003073   0.757054282985  -9.744185177296  98.108496679587   0.007115436636   0.041532232130   0.172884005038  66.319727613994  -8.813134656752  -0.603577272646  23.566264128531
    82 -16.223765749398   5.905014745248  -0.502877613553   0.208462847818   0.080189553509  -0.201493601243  -0.011651897330   0.487601157461  -4.893855428405  18.845693760843   0.006934947511   0.041532232130   0.168498654667  66.319727613994  -8.813134656752  -0.603577272646  23.566264128531
    83 -16.205865749398   5.919078128969  -0.463900366684   0.139046013488   0.052442108926  -0.132837819209  -0.007220277103   0.314477592190  -3.579428316526  12.848596467148   0.006754458387   0.041532232130   0.164113304295  66.319727613994  -8.813134656752  -0.603577272646  23.566264128531
    84 -16.186540749398   5.932908668328  -0.425198354793   0.086856119027   0.034287652115  -0.083060749775  -0.004267683510   0.187584032807  -2.653588293063   9.623067089217   0.006409366124   0.040931662110   0.158125614364  65.994861043323  -8.804602029665  -0.718206140400  27.430905058632
    85 -16.165790749398   5.946518659105  -0.386736922987   0.046796230433   0.018945397714  -0.043782668350  -0.002120945099   0.093552422636  -2.035510121286   5.511980730377   0.006101716550   0.040931662110   0.150535584875  65.994861043323  -8.804602029665  -0.718206140400  27.430905058632
    86 -16.140665749393   5.959925571020  -0.348318237189   0.014968507188   0.010265442498  -0.012845552979  -0.000514758655   0.020466151573  -1.513940163509   7.285145976013   0.005623185144   0.040913478020   0.139150540641  64.580790541629  -8.773139056634  -1.035954654335  36.822530783303
    87 -16.111165749398   5.973146433400  -0.309892814096  -0.011528367209   0.001689253132   0.012680134016   0.000691353460  -0.029239837846  -0.936752125759   6.897872413910   0.005009746765   0.040913478020   0.123970481662  64.580790541629  -8.773139056634  -1.035954654335  36.822530783303
    88 -16.086915749398   5.984510233554  -0.277834316071  -0.029593641284  -0.004241023309   0.029202473134   0.001406599938  -0.054053794858  -0.603199923793   1.932161871491   0.003022951723   0.027483119324   0.111320432513  63.524165997551  -8.777844174669  -0.994977121926  35.719441853133
    89 -16.067915749398   5.993989619247  -0.252220759354  -0.042721801327  -0.008599989863   0.042015960256   0.001904611720  -0.068672107404  -0.434291769947   4.244370364119   0.002748137930   0.027483119324   0.101200393193  63.524165997551  -8.777844174669  -0.994977121926  35.719441853133
    90 -16.048915749398   6.003469004939  -0.226607202636  -0.055358491354  -0.011934741085   0.052802010530   0.002331199226  -0.077574909187  -0.231473558247   3.172164563340   0.002473324137   0.027483119324   0.091080353874  63.524165997551  -8.777844174669  -0.994977121926  35.719441853133
    91 -16.030740749398   6.011662906966  -0.204219321588  -0.065773842512  -0.007330990878   0.057950887236   0.002762967563  -0.080956560676  -0.013814718270   6.408107985895   0.001628091354   0.020596020864   0.080201311606  62.654357838584  -8.748509113967  -1.228046116344  41.591533713868
    92 -16.013390749379   6.018581559490  -0.185028459486  -0.074722479475  -0.009352722447   0.066073486384   0.003127461150  -0.078233667552   0.312769406766   9.578292968274   0.001391838350   0.020596020864   0.068563266388  62.654357838584  -8.748509113967  -1.228046116344  41.591533713868
    93 -15.996040749398   6.025500212012  -0.165837597384  -0.075260689610  -0.010591912403   0.068625133979   0.003183990681  -0.066757668226   0.917360207146  20.016626708313   0.001155585346   0.020596020864   0.056925221171  62.654357838584  -8.748509113967  -1.228046116344  41.591533713868
    94 -15.978690749379   6.032418864540  -0.146646735282  -0.049426829814   0.003371288840   0.035167388349   0.001674586911  -0.034700605170   2.706900567567  67.581965912326   0.000919332342   0.020596020864   0.045287175954  62.654357838584  -8.748509113967  -1.228046116344  41.591533713868
    95 -12.412728249398  -4.234883190496  -0.344639209653   0.092589734686   0.092039102411  -0.002680739500   0.007433699870   0.296568083228  11.294833067987 -245.873074345880   0.008139782384   0.037975916551   0.220335087245  10.745845661623 -10.749276638862   2.027213924111 -43.470551890693
    96 -12.446853249398  -4.197549857162  -0.344148079913   0.128847130117   0.128331817869  -0.005390559250   0.010925072069   0.452196663645   1.148770791726 -25.855149153792   0.009669910968   0.037975916551   0.261754009655  10.745845661623 -10.749276638862   2.027213924111 -43.470551890693
    97 -12.480978249398  -4.160216523829  -0.343656950174   0.097582822423   0.097276850750  -0.003260539737   0.006966211518   0.428103093333  -4.096562789099 -114.623505202158   0.011200039551   0.037975916551   0.303172932065  10.745845661623 -10.749276638862   2.027213924111 -43.470551890693
    98 -12.511242810053  -4.044633190496  -0.342874940617  -0.065455024790  -0.065531191427  -0.001468444934   0.001416486698  -0.334169623745  -4.937954673008  17.721963325608   0.065689120419   0.193921515139   0.343318731860   1.765035268620 -11.764458589157   0.359980079287  -8.234564339785
    99 -12.537682624383  -3.850799857163  -0.341701281698  -0.161563703646  -0.161590385802   0.000537734864   0.000730041259  -0.781084296877  -1.276670222704   1.148028804649   0.073128568180   0.193947758663   0.382191409039   2.023584059123 -13.428478135414   0.470124663838  -8.180810910121
   100 -12.564174935757  -3.656966523829  -0.340394862387  -0.185862334942  -0.185891606744   0.000772517024   0.000596883209  -0.987230527293  -0.865336418760   0.971955520165   0.080568664460   0.193977195372   0.421064086219   2.285668413073 -15.091752794537   0.595403733959  -8.120096519430
   101 -12.590725567893  -3.463133190496  -0.338957801323  -0.192968753738  -0.193004178711   0.000523662108   0.000670670425  -1.119870475910  -0.515627964480   0.830416262122   0.088009483875   0.194009724232   0.459936763398   2.551803497602 -16.754190085683   0.736045206765  -8.052475624653
   102 -12.617340264009  -3.269299857163  -0.337392443126  -0.187941261698  -0.187984901387  -0.000005499567   0.000705970977  -1.187569261457  -0.171020496069   0.945665412277   0.095451097088   0.194045233649   0.498809440578   2.822533783744 -18.415697258700   0.892313637183  -7.978008802241
   103 -12.644024678619  -3.075466523829  -0.335701355460  -0.171042361549  -0.171092322678   0.000018178684   0.000457656208  -1.180861582794   0.284376134269   1.401415495327   0.102893570383   0.194083601871   0.537682117758   3.098437746806 -20.076181124424   1.064513968446  -7.896762670576
