


Program Version: FreeWake2020_dev
fixed wake
unsteady aerodynamics
Ref. Area   : 11.360000
Aspect Ratio: 28.521127
Alpha       : 5.000000
Beta        : 10.000000
asymmetrical geometry: 0
lifting surface after timestep: 25
elements in span direction: 113
number of surface elements: 619
no. of wings: 2  first and last span indices of each wing:  0  112  113  112

 index               xo               yo               zo        Nlift_tot        NLift_ind           NY_tot              NYi                A                B                C              eta              xsi               nu          epsilon              psi            phiLE             phi0            phiTE	#
     0 -15.978690749379 -11.989518578861  -0.146646735282   0.151234877150   0.070022371180   0.159099539578   0.026421803156   0.325408658706  21.477724081930 -982.855222764970   0.010298010432   0.004528717595 -62.654357838584  -8.748509113967   1.228046116344 -41.591533713868 -39.680521344187 -37.769508974506
     1 -15.996040749398 -11.982599926342  -0.165837597384   0.221094964413   0.091132118817   0.244255996752   0.031934310988   0.462627310396   2.702187167423  71.245303624132   0.010298010432   0.005692522117 -62.654357838584  -8.748509113967   1.228046116344 -41.591533713868 -39.680521344187 -37.769508974506
     2 -16.013390749379 -11.975681273816  -0.185028459486   0.256829581561   0.106946369922   0.282991270798   0.038125470754   0.537568633128   3.513223510035 -31.867000991542   0.010298010432   0.006856326639 -62.654357838584  -8.748509113967   1.228046116344 -41.591533713868 -39.680521344187 -37.769508974506
     3 -16.030740749398 -11.968762621292  -0.204219321588   0.279416377203   0.111353888772   0.314484978797   0.039919500535   0.601077420400   3.107182153559  12.152447430112   0.010298010432   0.008020131161 -62.654357838584  -8.748509113967   1.228046116344 -41.591533713868 -39.680521344187 -37.769508974506
     4 -15.969740749417 -11.988678133881  -0.146348387580   0.025649006858  -0.011292682716   0.054295473166  -0.006688576864   0.469825975889  32.633300257026 -1312.298922510775   0.010207317044   0.004479307636 -67.677121650728  -2.511442911120   0.087490888667 -38.406862058358 -36.311975844500 -34.217089630642
     5 -15.984790749398 -11.981543501078  -0.165462579323   0.061845379034  -0.011252340297   0.110436695440  -0.010234422318   0.727628961350   6.193672723822  17.167820957704   0.010207317044   0.005630414627 -67.677121650728  -2.511442911120   0.087490888667 -38.406862058358 -36.311975844500 -34.217089630642
     6 -15.999840749398 -11.974408868278  -0.184576771066   0.078627570210  -0.009860938131   0.135039404774  -0.011039122820   0.856098918611   5.890162551583 -32.035105423440   0.010207317044   0.006781521617 -67.677121650728  -2.511442911120   0.087490888667 -38.406862058358 -36.311975844500 -34.217089630642
     7 -16.014890749398 -11.967274235482  -0.203690962809   0.091946250505  -0.009447832848   0.155583665759  -0.011799632712   0.966442074088   5.257885541887   1.063352170654   0.010207317044   0.007932628607 -67.677121650728  -2.511442911120   0.087490888667 -38.406862058358 -36.311975844500 -34.217089630642
     8 -15.960790749379 -11.988550549173  -0.146308794767   0.012125902716  -0.009782113780   0.034818301340  -0.002696368161   0.555562221254  39.681126733382 -1447.844888089201   0.010202614041   0.004475442664 -69.938553604528   0.805824339992   0.007721215294 -34.259974770787 -31.936520692917 -29.613066615047
     9 -15.973540749398 -11.981383129244  -0.165412811820   0.035467307542  -0.013255370381   0.077800796217  -0.005630543167   0.909612531037   9.447672791704 -33.807452144701   0.010202614041   0.005625556421 -69.938553604528   0.805824339992   0.007721215294 -34.259974770787 -31.936520692917 -29.613066615047
    10 -15.986290749398 -11.974215709314  -0.184516828873   0.048131891937  -0.014373299803   0.100134264915  -0.006897862375   1.087594868248   7.926235215779 -40.753712756896   0.010202614041   0.006775670178 -69.938553604528   0.805824339992   0.007721215294 -34.259974770787 -31.936520692917 -29.613066615047
    11 -15.999040749398 -11.967048289387  -0.203620845927   0.058441868616  -0.014149112326   0.116665818479  -0.007636929756   1.235384431255   6.855393022259 -11.725102436056   0.010202614041   0.007925783936 -69.938553604528   0.805824339992   0.007721215294 -34.259974770787 -31.936520692917 -29.613066615047
    12 -15.951840749417 -11.988901746845  -0.146437326062   0.007181245962  -0.007446775043   0.025993078383  -0.000369763433   0.614794082024  44.566434075637 -1532.864334746570   0.010209719603   0.004485797364 -71.743396054476   3.973068647272   0.156879945074 -29.541040200663 -26.978805509189 -24.416570817716
    13 -15.962290749398 -11.981824578835  -0.165574373504   0.022265571250  -0.011125053329   0.058423384771  -0.001753706419   1.039041593090  12.007751984149 -61.630095888844   0.010209719603   0.005638572105 -71.743396054476   3.973068647272   0.156879945074 -29.541040200663 -26.978805509189 -24.416570817716
    14 -15.972740749398 -11.974747410816  -0.184711420946   0.031662616583  -0.012967776612   0.077926961384  -0.002506611664   1.259652712301   9.709549706953 -50.919629593441   0.010209719603   0.006791346847 -71.743396054476   3.973068647272   0.156879945074 -29.541040200663 -26.978805509189 -24.416570817716
    15 -15.983190749398 -11.967670242805  -0.203848468388   0.039842373737  -0.013097638817   0.092326671877  -0.003082623496   1.439486403377   8.178790711412 -24.046141016580   0.010209719603   0.007944121589 -71.743396054476   3.973068647272   0.156879945074 -29.541040200663 -26.978805509189 -24.416570817716
    16 -15.942890749417 -11.989683895854  -0.146711863130   0.003789594291  -0.004387807009   0.016473773548   0.000728631301   0.649600687438  47.451338160216 -1580.606075211322   0.010214435568   0.004504864070 -72.949030642146   6.591941629614   0.346976398333 -24.333442266191 -21.542133959164 -18.750825652137
    17 -15.951040749398 -11.982807727031  -0.165919461998   0.012038534524  -0.006950996512   0.037063831905   0.000500520848   1.116463150314  13.638269158236 -74.554837762359   0.010214435568   0.005662538636 -72.949030642146   6.591941629614   0.346976398333 -24.333442266191 -21.542133959164 -18.750825652137
    18 -15.959190749398 -11.975931558199  -0.185127060865   0.017618863386  -0.008472193442   0.050617740498   0.000380827075   1.365664775957  10.925342915314 -58.243799261744   0.010214435568   0.006820213201 -72.949030642146   6.591941629614   0.346976398333 -24.333442266191 -21.542133959164 -18.750825652137
    19 -15.967340749398 -11.969055389374  -0.204334659732   0.022683243815  -0.008769013927   0.060675812609   0.000116197889   1.567260556298   9.076401934732 -32.262473365445   0.010214435568   0.007977887767 -72.949030642146   6.591941629614   0.346976398333 -24.333442266191 -21.542133959164 -18.750825652137
    20 -16.048915749398 -11.960568719264  -0.226607202636   0.364116650955   0.119829355845   0.455357881933   0.036367656944   0.677633835177   2.940190167747 -15.183285482161   0.013741559662   0.009108035387 -63.524165997551  -8.777844174669   0.994977121926 -35.719441853133 -34.288058279501 -32.856674705869
    21 -16.067915749398 -11.951089333572  -0.252220759354   0.403020943688   0.133031879194   0.502591497575   0.039518791212   0.748363778114   2.308308378184  -7.808347386055   0.013741559662   0.010120039319 -63.524165997551  -8.777844174669   0.994977121926 -35.719441853133 -34.288058279501 -32.856674705869
    22 -16.086915749398 -11.941609947880  -0.277834316071   0.431401813010   0.140620371662   0.540430692331   0.041695866689   0.805945515131   1.884940149319  -7.596316978246   0.013741559662   0.011132043251 -63.524165997551  -8.777844174669   0.994977121926 -35.719441853133 -34.288058279501 -32.856674705869
    23 -16.030915749388 -11.958884600133  -0.225990012754   0.131512762389  -0.016305020029   0.238867684429  -0.016389250286   1.088902595984   4.774642717918 -18.480027510045   0.013662067580   0.009008663403 -67.708126763194  -2.511916304828   0.072629925449 -33.349904479501 -31.836508958064 -30.323113436628
    24 -16.047915749398 -11.949218090091  -0.251534992819   0.149289045208  -0.015466905117   0.267317622021  -0.017188735523   1.206787870635   3.943284397841 -11.945759627204   0.013662067580   0.010009626003 -67.708126763194  -2.511916304828   0.072629925449 -33.349904479501 -31.836508958064 -30.323113436628
    25 -16.064915749398 -11.939551580053  -0.277079972883   0.165313122686  -0.014393509966   0.291686326110  -0.018637394408   1.305873125409   3.328124350344 -10.567671956346   0.013662067580   0.011010588603 -67.708126763194  -2.511916304828   0.072629925449 -33.349904479501 -31.836508958064 -30.323113436628
    26 -16.012915749388 -11.958630158952  -0.225904237340   0.083188222176  -0.023480487149   0.178592720268  -0.010106410269   1.390972049746   6.104464322253 -18.732528675555   0.013657400967   0.009000890274 -69.652822582444   0.805833978146   0.006639482693 -30.357721478784 -28.745849583852 -27.133977688920
    27 -16.027915749398 -11.948935377669  -0.251439686803   0.095464389345  -0.023751834259   0.199756901011  -0.011139039160   1.544530281712   5.197139854463 -14.484789537694   0.013657400967   0.010000989193 -69.652822582444   0.805833978146   0.006639482693 -30.357721478784 -28.745849583852 -27.133977688920
    28 -16.042915749398 -11.939240596387  -0.276975136266   0.107146407798  -0.023658247891   0.219034595165  -0.012361518605   1.676307646386   4.497454474297 -11.130822899974   0.013657400967   0.011001088113 -69.652822582444   0.805833978146   0.006639482693 -30.357721478784 -28.745849583852 -27.133977688920
    29 -15.994915749388 -11.959334734599  -0.226167509437   0.056158253656  -0.023201025060   0.141580727959  -0.003597321816   1.621707831007   7.127016724342 -20.517760396381   0.013665362632   0.009021715369 -71.280213319112   3.973646662763   0.141458918026 -27.067533165591 -25.355196265703 -23.642859365814
    30 -16.007915749398 -11.949718239499  -0.251732211355   0.065545092922  -0.023144858721   0.157927899169  -0.004319470294   1.802276699438   6.167714436809 -14.582013878148   0.013665362632   0.010024128187 -71.280213319112   3.973646662763   0.141458918026 -27.067533165591 -25.355196265703 -23.642859365814
    31 -16.020915749398 -11.940101744400  -0.277296913273   0.074298418928  -0.023363071407   0.173524555886  -0.005135141309   1.960239282884   5.412612264970 -13.046311551900   0.013665362632   0.011026541006 -71.280213319112   3.973646662763   0.141458918026 -27.067533165591 -25.355196265703 -23.642859365814
    32 -15.976915749398 -11.960901345310  -0.226737548741   0.032156350635  -0.016318551842   0.093542625872   0.000965800090   1.767544445368   7.809784456105 -22.215850605901   0.013673380742   0.009060061817 -72.442032520318   6.592585961147   0.334454523854 -23.552378563735 -21.743262757839 -19.934146951943
    33 -15.987915749388 -11.951458918067  -0.252365588359   0.037808052271  -0.016602334525   0.104487012689   0.000574665441   1.965871056625   6.794864854353 -14.897121705001   0.013673380742   0.010066735353 -72.442032520318   6.592585961147   0.334454523854 -23.552378563735 -21.743262757839 -19.934146951943
    34 -15.998915749398 -11.942016490824  -0.277993627977   0.043155873652  -0.016915205188   0.114894217400   0.000171143891   2.140847338963   6.023893205041 -13.295307945615   0.013673380742   0.011073408888 -72.442032520318   6.592585961147   0.334454523854 -23.552378563735 -21.743262757839 -19.934146951943
    35 -16.111165749398 -11.930246147726  -0.309892814096   0.665044634958   0.216508013360   0.856675828817   0.059039501797   0.861849954100   1.397324843922  -6.815475803072   0.020456739010   0.012397048166 -64.580790541629  -8.773139056634   1.035954654335 -36.822530783303 -35.418620564408 -34.014710345513
    36 -16.140665749393 -11.917025285346  -0.348318237189   0.681651821895   0.205145003666   0.898694230332   0.051318274859   0.913553651208   1.420645620028   7.385478091686   0.020456739010   0.013915054064 -64.580790541629  -8.773139056634   1.035954654335 -36.822530783303 -35.418620564408 -34.014710345513
    37 -16.086665749393 -11.927935075601  -0.309105941994   0.253018027691  -0.030063963539   0.474857686975  -0.032085867906   1.407540039633   2.683690191901  -8.748395145039   0.020328394848   0.012261791854 -68.952732989180  -2.511818773272   0.075930182660 -34.529121163640 -33.043738227353 -31.558355291067
    38 -16.113165749393 -11.914431224797  -0.347435013401   0.275668043110  -0.032786300558   0.516601669992  -0.035778722761   1.508111603726   2.554980925883   5.582644307811   0.020328394848   0.013763235754 -68.952732989180  -2.511818773272   0.075930182660 -34.529121163640 -33.043738227353 -31.558355291067
    39 -16.062165749398 -11.927586122091  -0.308997299190   0.161637974833  -0.046674451408   0.360770394590  -0.021637652725   1.816663116967   3.779527045451 -10.183956262874   0.020320747423   0.012251211762 -70.994905325381   0.805831166512   0.006972405731 -31.594592409960 -30.009465273827 -28.424338137695
    40 -16.085665749393 -11.914039542286  -0.347313067396   0.180606351624  -0.048569925608   0.396479871643  -0.024228840978   1.958484766591   3.447511634218   2.014586201684   0.020320747423   0.013751360141 -70.994905325381   0.805831166512   0.006972405731 -31.594592409960 -30.009465273827 -28.424338137695
    41 -16.037665749398 -11.928553134382  -0.309333436022   0.109976236320  -0.045845186881   0.287093091164  -0.008981960388   2.130743154738   4.678866430939  -9.274631294940   0.020333998479   0.012279557030 -72.713566480806   3.973356839186   0.149390592430 -28.354130237696 -26.665984778883 -24.977839320070
    42 -16.058165749393 -11.915124964245  -0.347690363840   0.125946614061  -0.047379262660   0.318594374508  -0.010740750476   2.308578143893   4.209156028044  -2.275246693221   0.020333998479   0.013783176258 -72.713566480806   3.973356839186   0.149390592430 -28.354130237696 -26.665984778883 -24.977839320070
    43 -16.013165749398 -11.930702838709  -0.310059803873   0.063262159731  -0.033255582836   0.192214430113   0.000534458379   2.332269095366   5.303054657568  -8.778687260070   0.020347856214   0.012331750807 -73.949663853496   6.591470690008   0.355849225795 -24.881142630367 -23.092409615021 -21.303676599676
    44 -16.030665749393 -11.917537897674  -0.348505674693   0.073820626251  -0.034418308206   0.214618467461  -0.000339273421   2.535049383791   4.736712252458  -5.137825594161   0.020347856214   0.013841761110 -73.949663853496   6.591470690008   0.355849225794 -24.881142630367 -23.092409615021 -21.303676599676
    45 -16.165790749398 -11.903618373430  -0.386736922987   0.624227841865   0.141212532986   0.942070740662   0.014240548559   0.979258664770   1.556075963137  -4.073503099219   0.020465831055   0.015053558487 -65.994861043323  -8.804602029665   0.718206140400 -27.430905058632 -26.588739358153 -25.746573657674
    46 -16.186540749398 -11.890008382654  -0.425198354793   0.665438285929   0.154082443993   0.990491091052   0.008221211952   1.036543551918   1.263342882654  -3.078248512924   0.020465831055   0.015812561436 -65.994861043323  -8.804602029665   0.718206140400 -27.430905058632 -26.588739358153 -25.746573657674
    47 -16.136040749393 -11.900822080722  -0.385752452017   0.287289225153  -0.026941301034   0.571951204187  -0.033787858732   1.617300670146   2.603550581267  -4.371719007972   0.020404186529   0.014889318680 -69.116964368022  -2.512384804034   0.054034400446 -26.087487942767 -25.225630104016 -24.363772265264
    48 -16.155290749398 -11.887071100397  -0.424164246631   0.312852923875  -0.021529513408   0.606309670947  -0.038276030750   1.715796211748   2.200598079292  -5.502541389529   0.020404186529   0.015640040630 -69.116964368022  -2.512384804034   0.054034400446 -26.087487942767 -25.225630104016 -24.363772265264
    49 -16.106290749393 -11.900401713685  -0.385610627921   0.192776844020  -0.042316393161   0.437863584620  -0.021106480348   2.099346016125   3.330709529248  -4.869531400477   0.020400104585   0.014876471425 -70.622422091913   0.805844940013   0.005139509295 -24.388788632256 -23.503137533037 -22.617486433819
    50 -16.124040749393 -11.886629538384  -0.424015271739   0.209900420489  -0.039044247752   0.461164561340  -0.024847507430   2.226345035379   2.856047620252  -6.764279274692   0.020400104585   0.015626545615 -70.622422091913   0.805844940013   0.005139509295 -24.388788632256 -23.503137533037 -22.617486433819
    51 -16.076540749398 -11.901573013885  -0.386027180554   0.136832378797  -0.043654408798   0.350736611562  -0.007864422170   2.474687073297   3.866536702554  -6.127205743426   0.020408128139   0.014910890679 -71.945589048005   3.974498483320   0.115018978204 -22.562796423289 -21.653036952314 -20.743277481338
    52 -16.092790749393 -11.887859895737  -0.424452827027   0.148688157954  -0.041525854091   0.367280443977  -0.010647171990   2.621806033001   3.318251958799  -7.305793599365   0.020408128139   0.015662700293 -71.945589048005   3.974498483320   0.115018978204 -22.562796423289 -21.653036952314 -20.743277481338
    53 -16.046790749393 -11.904173022173  -0.386939171183   0.081456226775  -0.033672303611   0.235598425983   0.001688579360   2.718531026588   4.212072715079  -7.727008983360   0.020418771686   0.014974268837 -72.950402247960   6.594712727306   0.289291093485 -20.658275823207 -19.725094698521 -18.791913573834
    54 -16.061540749398 -11.890590996880  -0.425410800377   0.088372878115  -0.032607855158   0.245841173448   0.000041242974   2.877816296951   3.596732442529  -7.340995155310   0.020418771686   0.015729273989 -72.950402247960   6.594712727306   0.289291093485 -20.658275823207 -19.725094698521 -18.791913573834
    55 -16.210340749395 -11.872661997364  -0.473644678401   1.030073483118   0.214222961264   1.574310096817  -0.026030422110   1.100628425152   1.400047188265   4.216839470759   0.031149174098   0.016520964189 -66.319727613994  -8.813134656752   0.603577272646 -23.566264128531 -23.059023682383 -22.551783236235
    56 -16.237190749395 -11.851566921782  -0.532110548705   0.976298352394   0.189152088949   1.503130870373  -0.040904496364   1.097446322214  -4.929859624069 -105.823174079990   0.031149174098   0.017178766745 -66.319727613994  -8.813134656752   0.603577272646 -23.566264128531 -23.059023682383 -22.551783236235
    57 -16.177690749395 -11.869600593835  -0.472543238705   0.503234374472  -0.028535186614   0.971442396194  -0.073751189634   1.820798787006   2.038496491322   1.004539182058   0.031082995535   0.016340714450 -69.007092354601  -2.512536072502   0.046466299272 -22.833380166321 -22.320643848679 -21.807907531036
    58 -16.203240749398 -11.848383624698  -0.530965253830   0.546767569473  -0.015133882669   1.071072546506  -0.033345300292   1.855046706223  -4.036742406490 -98.730623704691   0.031082995535   0.016991340140 -69.007092354601  -2.512536072502   0.046466299272 -22.833380166321 -22.320643848679 -21.807907531036
    59 -16.145040749395 -11.869141266056  -0.472381843095   0.339178338274  -0.056845244003   0.737209664260  -0.046845521639   2.360252907587   2.469072629535  -1.785667599796   0.031078287313   0.016326614858 -70.337186403888   0.805848536260   0.004540718631 -21.829143308535 -21.309108545189 -20.789073781843
