     0.000000     0.000000
     0.006305     0.000012
     0.009842     0.000018
     0.014154     0.000027
     0.019234     0.000035
     0.025075     0.000043
     0.031666     0.000048
     0.038999     0.000050
     0.047060     0.000048
     0.055837     0.000041
     0.065316     0.000031
     0.075483     0.000019
     0.086322     0.000006
     0.097814    -0.000005
     0.109942    -0.000013
     0.122688    -0.000016
     0.136029    -0.000014
     0.149946    -0.000008
     0.164417     0.000003
     0.179418     0.000014
     0.194926     0.000026
     0.210917     0.000035
     0.227366     0.000040
     0.244244     0.000039
     0.261527     0.000034
     0.279188     0.000024
     0.297197     0.000012
     0.315528     0.000000
     0.334150    -0.000010
     0.353035    -0.000017
     0.372152    -0.000017
     0.391471    -0.000012
     0.410961    -0.000003
     0.430592     0.000009
     0.450333     0.000021
     0.470152     0.000030
     0.490020     0.000032
     0.506290     0.000027
     0.518949     0.000020
     0.531608     0.000009
     0.544267    -0.000005
     0.556925    -0.000021
     0.569584    -0.000038
     0.582242    -0.000054
     0.594902    -0.000066
     0.607561    -0.000074
     0.620219    -0.000073
     0.632878    -0.000062
     0.645538    -0.000036
     0.658197     0.000006
     0.670856     0.000068
     0.683515     0.000153
     0.696175     0.000263
     0.708834     0.000400
     0.721493     0.000565
     0.734152     0.000759
     0.746811     0.000983
     0.759472     0.001234
     0.772131     0.001511
     0.784790     0.001810
     0.797450     0.002127
     0.810110     0.002455
     0.822770     0.002787
     0.835429     0.003115
     0.848089     0.003428
     0.860748     0.003713
     0.873409     0.003957
     0.886068     0.004143
     0.898727     0.004255
     0.911386     0.004273
     0.924047     0.004172
     0.936705     0.003930
     0.949364     0.003515
     0.962023     0.002895
     0.974683     0.002032
     0.987341     0.000881
     1.000000    -0.000613
