     0.000000     0.000000
     0.002305     0.000038
     0.005307     0.000037
     0.008309     0.000030
     0.014989     0.000022
     0.023014     0.000034
     0.029984     0.000036
     0.038018     0.000033
     0.044981     0.000029
     0.053021     0.000030
     0.059978     0.000031
     0.068023     0.000031
     0.074976     0.000030
     0.083025     0.000029
     0.089974     0.000029
     0.098027     0.000029
     0.119529     0.000024
     0.129960     0.000022
     0.142031     0.000023
     0.152458     0.000023
     0.164533     0.000021
     0.174966     0.000019
     0.187034     0.000020
     0.197455     0.000022
     0.209535     0.000022
     0.219964     0.000020
     0.232036     0.000018
     0.242453     0.000018
     0.254537     0.000019
     0.264962     0.000018
     0.287452     0.000016
     0.299538     0.000017
     0.309961     0.000018
     0.322039     0.000016
     0.332451     0.000014
     0.344539     0.000013
     0.354961     0.000013
     0.367039     0.000013
     0.377461     0.000014
     0.389539     0.000016
     0.399961     0.000018
     0.422461     0.000018
     0.434539     0.000019
     0.457039     0.000018
     0.467462     0.000013
     0.479538     0.000005
     0.489962    -0.000001
     0.502038    -0.000004
     0.512463    -0.000006
     0.534963    -0.000013
     0.547036    -0.000016
     0.557464    -0.000017
     0.569535    -0.000018
     0.579965    -0.000019
     0.592034    -0.000021
     0.602466    -0.000022
     0.614533    -0.000020
     0.624968    -0.000017
     0.637032    -0.000012
     0.647469     0.000000
     0.659530     0.000026
     0.669971     0.000061
     0.682029     0.000123
     0.692472     0.000200
     0.727025     0.000614
     0.737476     0.000788
     0.749523     0.001014
     0.759978     0.001226
     0.772021     0.001494
     0.782484     0.001749
     0.794518     0.002058
     0.804983     0.002332
     0.817016     0.002649
     0.827486     0.002926
     0.839523     0.003236
     0.849988     0.003490
     0.862010     0.003758
     0.872491     0.003972
     0.884518     0.004179
     0.894993     0.004305
     0.907006     0.004352
     0.917495     0.004280
     0.929514     0.004057
     0.939997     0.003744
     0.952012     0.003255
     0.962498     0.002700
     0.974511     0.001932
     0.984999     0.001250
     0.992499     0.000671
     1.000000    -0.000594
