FX 67-K-170/17    Flap +8    Number of Rows =336
-7.75	0.1091	0.02257	5.00E+05	-0.1767	
-7.5	0.1289	0.01916	5.00E+05	-0.1756	
-7.25	0.1542	0.01852	5.00E+05	-0.1757	
-7	0.1798	0.01745	5.00E+05	-0.1756	
-6.75	0.2055	0.01638	5.00E+05	-0.1755	
-6.5	0.2315	0.01549	5.00E+05	-0.1754	
-6.25	0.2577	0.01487	5.00E+05	-0.1755	
-6	0.2823	0.01432	5.00E+05	-0.1753	
-5.75	0.3078	0.01387	5.00E+05	-0.1752	
-5.5	0.3339	0.01337	5.00E+05	-0.1754	
-5.25	0.361	0.01292	5.00E+05	-0.1758	
-5	0.3892	0.01264	5.00E+05	-0.1762	
-4.5	0.4456	0.01119	5.00E+05	-0.1782	
-4.25	0.4744	0.0105	5.00E+05	-0.1796	
-4	0.5001	0.01012	5.00E+05	-0.1798	
-3.75	0.5258	0.01005	5.00E+05	-0.1796	
-3.5	0.5525	0.01011	5.00E+05	-0.1794	
-3.25	0.5797	0.01022	5.00E+05	-0.1794	
-3	0.6076	0.0104	5.00E+05	-0.1794	
-2.75	0.636	0.01059	5.00E+05	-0.1796	
-2.5	0.664	0.01078	5.00E+05	-0.1796	
-2.25	0.6939	0.01097	5.00E+05	-0.1803	
-2	0.7188	0.01118	5.00E+05	-0.1798	
-1.75	0.7441	0.01135	5.00E+05	-0.1795	
-1.5	0.7708	0.01147	5.00E+05	-0.1795	
-1.25	0.797	0.01162	5.00E+05	-0.1793	
-1	0.8245	0.01174	5.00E+05	-0.1794	
-0.75	0.8542	0.01183	5.00E+05	-0.1801	
-0.5	0.882	0.01193	5.00E+05	-0.1803	
-0.25	0.9108	0.01208	5.00E+05	-0.1807	
0	0.9357	0.01222	5.00E+05	-0.1804	
0.25	0.9611	0.01234	5.00E+05	-0.1804	
0.5	0.9855	0.01241	5.00E+05	-0.1799	
0.75	1.0116	0.01249	5.00E+05	-0.1799	
1	1.0395	0.01256	5.00E+05	-0.1803	
1.25	1.0696	0.01266	5.00E+05	-0.1812	
1.5	1.098	0.01265	5.00E+05	-0.1816	
1.75	1.1276	0.01276	5.00E+05	-0.1823	
2	1.1492	0.01288	5.00E+05	-0.1815	
2.25	1.1734	0.01302	5.00E+05	-0.1812	
2.5	1.1981	0.01309	5.00E+05	-0.181	
2.75	1.2247	0.01314	5.00E+05	-0.1812	
3	1.2531	0.01319	5.00E+05	-0.1818	
3.25	1.2819	0.01321	5.00E+05	-0.1823	
3.5	1.3128	0.01329	5.00E+05	-0.1834	
3.75	1.3345	0.01342	5.00E+05	-0.1827	
4	1.3532	0.01345	5.00E+05	-0.1812	
4.25	1.3776	0.01339	5.00E+05	-0.1809	
4.5	1.407	0.01332	5.00E+05	-0.1815	
4.75	1.4395	0.01333	5.00E+05	-0.1829	
5	1.4513	0.01342	5.00E+05	-0.1801	
5.25	1.473	0.01323	5.00E+05	-0.1791	
5.5	1.4969	0.01308	5.00E+05	-0.1786	
5.75	1.5058	0.01312	5.00E+05	-0.1751	
6	1.5257	0.01303	5.00E+05	-0.1738	
6.25	1.5318	0.01315	5.00E+05	-0.1698	
6.5	1.5402	0.01327	5.00E+05	-0.1664	
6.75	1.5429	0.01348	5.00E+05	-0.1619	
7.25	1.545	0.01422	5.00E+05	-0.1529	
7.5	1.5455	0.01486	5.00E+05	-0.1486	
7.75	1.5472	0.01562	5.00E+05	-0.1448	
-8	0.0837	0.01957	7.00E+05	-0.176	
-7.75	0.1053	0.01741	7.00E+05	-0.1754	
-7.5	0.1296	0.01623	7.00E+05	-0.1751	
-7.25	0.1549	0.0154	7.00E+05	-0.1751	
-7	0.1806	0.01465	7.00E+05	-0.175	
-6.75	0.2068	0.01404	7.00E+05	-0.1751	
-6.5	0.2327	0.01333	7.00E+05	-0.1751	
-6.25	0.2594	0.01279	7.00E+05	-0.1754	
-6	0.286	0.01236	7.00E+05	-0.1756	
-5.75	0.3123	0.01187	7.00E+05	-0.1757	
-5	0.3952	0.01083	7.00E+05	-0.1769	
-4.75	0.4236	0.01049	7.00E+05	-0.1774	
-4.5	0.4516	0.0099	7.00E+05	-0.1784	
-4	0.5085	0.00879	7.00E+05	-0.1805	
-3.75	0.5356	0.00844	7.00E+05	-0.181	
-3.5	0.5629	0.00833	7.00E+05	-0.1811	
-3.25	0.5907	0.00832	7.00E+05	-0.1813	
-3	0.6187	0.00837	7.00E+05	-0.1815	
-2.75	0.6467	0.00848	7.00E+05	-0.1817	
-2.5	0.6753	0.00859	7.00E+05	-0.182	
-2.25	0.7044	0.00871	7.00E+05	-0.1824	
-2	0.7333	0.0089	7.00E+05	-0.1828	
-1.75	0.7604	0.00898	7.00E+05	-0.1829	
-1.5	0.7871	0.00908	7.00E+05	-0.1829	
