Program Version = FreeWake2020_dev V0.4
Flight configuration defined in input file = FW_Input.txt
Flight Condition number = 1
This file holds surface DVE informtion of last timestep
Angle of attack sweep alpha = 8.000
surface and wake DVE after number of timesteps = 25
elements in span direction = 123
number of surface elements = 738
Coefficients are based on DVE area and DVE freestreaem velocity
 index               xo               yo               zo              cfn         normal-x         normal-y         normal-z                u                v                w             area              eta              xsi               nu          epsilon              psi            phiLE             Phi0            phiTE               x1               y1               z1               x2               y2               z2                A                B                C 	#
    67       -16.815783        -8.350053        -1.505866         0.372693        -0.166963         0.900416         0.401713        26.774890        -0.804902         3.762965         0.001789         0.031163         0.014348       -65.956355        -9.611295         0.718719       -23.509297       -12.663887       -22.664235       -16.816178        -8.362814        -1.477427       -16.843678        -8.341814        -1.535927         0.645664         0.970737       -24.231363 
    68       -16.761616        -8.368200        -1.446339         0.291457        -0.059670         0.929573         0.363776        26.774890        -0.804902         3.762965         0.001695         0.031088         0.013628       -68.627787        -3.420866         0.086886       -22.982593       -12.400535       -22.130926       -16.762012        -8.379551        -1.417397       -16.788428        -8.358378        -1.475835         0.964321         3.024156        10.509143 
    69       -16.787491        -8.346996        -1.504766         0.312311        -0.059670         0.929573         0.363776        26.774890        -0.804902         3.762965         0.001762         0.031088         0.014171       -68.627787        -3.420866         0.086886       -22.982593       -12.400535       -22.130926       -16.788428        -8.358378        -1.475835       -16.814845        -8.337205        -1.534273         1.160225         2.224030       -23.378027 
    70       -16.734408        -8.367306        -1.446020         0.239860        -0.009972         0.938392         0.345429        26.774890        -0.804902         3.762965         0.001691         0.031078         0.013605       -69.790969        -0.571390         0.002323       -22.173646       -11.996062       -21.312072       -16.735345        -8.378051        -1.416859       -16.760678        -8.356816        -1.475275         1.324292         3.734929        10.070175 
    71       -16.759199        -8.346067        -1.504434         0.261742        -0.009972         0.938392         0.345429        26.774890        -0.804902         3.762965         0.001759         0.031078         0.014147       -69.790969        -0.571390         0.002323       -22.173646       -11.996062       -21.312072       -16.760678        -8.356816        -1.475275       -16.786012        -8.335582        -1.533691         1.576838         3.795721        -9.092112 
    72       -16.707199        -8.367680        -1.446158         0.205914         0.039217         0.944172         0.327110        26.774890        -0.804902         3.762965         0.001693         0.031081         0.013615       -70.891268         2.247543         0.034410       -21.296041       -11.557259       -20.424051       -16.708678        -8.377800        -1.416769       -16.732928        -8.356556        -1.475181         1.635566         4.269876         9.528718 
    73       -16.730908        -8.346456        -1.504577         0.227846         0.039217         0.944172         0.327110        26.774890        -0.804902         3.762965         0.001760         0.031081         0.014157       -70.891268         2.247543         0.034410       -21.296041       -11.557259       -20.424051       -16.732928        -8.356556        -1.475181       -16.757178        -8.335312        -1.533593         1.934761         5.258083         6.368356 
    74       -16.679991        -8.369212        -1.446709         0.162318         0.080141         0.946755         0.311821        26.774890        -0.804902         3.762965         0.001697         0.031092         0.013648       -71.770320         4.596661         0.137660       -20.372774       -11.095626       -19.490212       -16.682012        -8.378785        -1.417123       -16.705178        -8.357581        -1.475549         1.885062         4.601120         8.004738 
    75       -16.702616        -8.348049        -1.505151         0.183616         0.080141         0.946755         0.311821        26.774890        -0.804902         3.762965         0.001765         0.031092         0.014192       -71.770320         4.596661         0.137660       -20.372774       -11.095626       -19.490212       -16.705178        -8.357581        -1.475549       -16.728345        -8.336377        -1.533976         2.221441         6.839088        27.985192 
    76       -16.652783        -8.371777        -1.447630         0.108304         0.118940         0.947325         0.297369        26.774890        -0.804902         3.762965         0.001705         0.031105         0.013702       -72.572713         6.830924         0.290301       -19.415097       -10.616788       -18.521996       -16.655345        -8.380804        -1.417847       -16.677428        -8.359682        -1.476303         2.055645         4.749053         5.700794 
