


Program Version: FreeWake2020_dev V0.4
Flight configuration defined in input file : FW_Input.txt
Flight Condition number : 1
This file holds surface and wake DVE informtion of last timestep (old timestep##.txt)
Angle of attack sweep alpha : 8.000
Ref. Area   : 11.360000
Aspect Ratio: 28.521127
surface and wake DVE after number of timesteps: 25
elements in span direction: 123
number of surface elements: 738
no. of wings: 2  first and last span indices of each wing:  0  122  123  122

 index               xo               yo               zo        Nlift_tot        NLift_ind           NY_tot              NYi                A                B                C              eta              xsi               nu          epsilon              psi            phiLE             phi0            phiTE	#
     0 -16.555199207230  -8.487840964480  -1.120342936408   0.036747827606   0.018204981282   0.059593132827   0.009835920131   0.125104032135   8.203439489230 -380.284487568922   0.010316469167   0.003782555273 -61.921618923911  -9.527645267341   1.460260176751 -41.475693263450 -39.892409378849 -38.309125494247
     1 -16.572740873896  -8.480937390488  -1.139539085788   0.055748251432   0.026352323401   0.092568826497   0.013688841304   0.175940844441   0.937921603077  28.152485386400   0.010316469167   0.004754608583 -61.921618923911  -9.527645267341   1.460260176751 -41.475693263450 -39.892409378849 -38.309125494247
     2 -16.590282540582  -8.474033816496  -1.158735235167   0.063768613442   0.030136040916   0.106070905910   0.015822459936   0.202900987572   1.251120351643 -12.972933957074   0.010316469167   0.005726661893 -61.921618923911  -9.527645267341   1.460260176751 -41.475693263450 -39.892409378849 -38.309125494247
     3 -16.607824207230  -8.467130242504  -1.177931384547   0.069051423894   0.031658558124   0.116902582850   0.016563900055   0.224949288476   1.056367387664   3.533998947671   0.010316469167   0.006698715203 -61.921618923911  -9.527645267341   1.460260176751 -41.475693263450 -39.892409378849 -38.309125494247
     4 -16.547740873896  -8.487034138640  -1.120056253591   0.013910307483   0.001237059033   0.031584598677  -0.000835371244   0.204377194719  13.998370811695 -588.802443894111   0.010212868490   0.003735827588 -66.980064963884  -3.417942508410   0.166027744968 -39.022575449909 -37.321678399947 -35.620781349985
     5 -16.563365873934  -8.479923223930  -1.139178730297   0.028229071109   0.005017885982   0.059252790890  -0.000124718087   0.308139370457   2.378224013674  19.905135124907   0.010212868490   0.004695872666 -66.980064963884  -3.417942508410   0.166027744968 -39.022575449909 -37.321678399947 -35.620781349985
     6 -16.578990873896  -8.472812309219  -1.158301206996   0.034711765548   0.006892139557   0.071609117860   0.000442562468   0.361150225771   2.433362124751 -17.205692204989   0.010212868490   0.005655917745 -66.980064963884  -3.417942508410   0.166027744968 -39.022575449909 -37.321678399947 -35.620781349985
     7 -16.594615873896  -8.465701394509  -1.177423683700   0.040015292609   0.008166177941   0.082249684402   0.000775124536   0.405923113955   2.170727421626   4.347663955056   0.010212868490   0.006615962823 -66.980064963884  -3.417942508410   0.166027744968 -39.022575449909 -37.321678399947 -35.620781349985
     8 -16.540282540563  -8.486787685577  -1.119972754777   0.008181945548  -0.001090012609   0.022174290281  -0.001277170403   0.259792234200  18.274168201399 -704.764208234837   0.010202206551   0.003729352117 -69.030171091892  -0.571380138361   0.004096042715 -35.707182822108 -33.852261572066 -31.997340322023
     9 -16.553990873896  -8.479613436560  -1.139073773687   0.019013555468   0.000320581937   0.045593189894  -0.001686740235   0.412479668869   3.870332967653  -1.153436228231   0.010202206551   0.004687733108 -69.030171091892  -0.571380138361   0.004096042715 -35.707182822108 -33.852261572066 -31.997340322023
